id,title,grant_type,grant_types,highlights,priority_score,funder,source,url,description,deadline,urgency,deadline_days,amount_max,amount_min,currency,amount_usd,country,region,categories,language,relevance,status,fetched_at
701bcb983340,Fundos Regenerativos – Nossa Cidade,general,['general'],['OPEN'],2,,capta.org.br,https://capta.org.br/oportunidades/fundo-regenerativo-brumadinho/,"Associação Nossa Cidade Os Fundos Regenerativos , lançados pela Associação Nossa Cidade, tem como objetivo viabilizar ações para a regeneração de Brumadinho, Paraopeba, Belo Horizonte, Lagoa Santana, entre outras. As propostas devem se alinhar às linhas temáticas de reconexão (com a natureza, comunidade e consigo mesmo), resiliência, resistência (a qualquer forma de ameaça à vida), regeneração (do pensamento humano, das relações e da natureza), entre outras. O valor máximo de apoio é de R$ 3.000 por projeto. As inscrições estão abertas de forma contínua. Região: municípios de Brumadinho, Parao",,unknown,,,,,,BR,,[],pt,2,pending,2026-07-01T00:55:56.093303+00:00
febae5454a70,Edital Nº 01/2025 – 2VCC,general,['general'],['OPEN'],2,,capta.org.br,https://capta.org.br/oportunidades/edital-no-01-2025-2vcc/,"2ª Vara Criminal de Colatina O Edital Nº 01/2025 – 2VCC , lançado pela 2ª Vara Criminal de Colatina (2VCC), tem como objetivo apoiar projetos sociais em diversas áreas, incluindo cultura, educação e assistência. O valor total do edital não foi especificado, mas conta com um apoio máximo de R$ 45.000 por projeto. O edital abrange o município de Colatina, no Espírito Santo. As inscrições permanecem abertas de forma contínua. Região: município de Colatina no estado do Espírito Santo Inscrições: contínuas Edital: Edital Nº 01/2025 – 2VCC",,unknown,,,,,,BR,,[],pt,2,pending,2026-07-01T00:55:56.095246+00:00
3657fbe4264e,Micro Financiamento de Projetos ao Redor do Mundo,conservation,['conservation'],['OPEN'],2,,capta.org.br,https://capta.org.br/oportunidades/micro-financiamento-de-projetos-ao-redor-do-mundo/,"The Awesome Foundation O edital “Micro Financiamento de Projetos ao Redor do Mundo”, lançado pela The Awesome Foundation, visa apoiar iniciativas de destaque em diversas áreas de atuação, incluindo conservação e clima, apoio a pessoas com deficiência, água, e restauração de Brumadinho e Grande Belo Horizonte. O valor máximo de apoio é de US$ 1.000 por mês. O edital abrange todo o Brasil. As inscrições são contínuas. Região: todo o Brasil Inscrições: contínuas Edital: Micro Financiamento de Projetos ao Redor do Mundo",,unknown,,,,,,BR,,[],pt,2,pending,2026-07-01T00:55:56.103153+00:00
80db29f429f6,Banco de Incentivados da Prosas – BIP,youth,['youth'],['OPEN'],2,,capta.org.br,https://capta.org.br/oportunidades/banco-de-incentivados-da-prosas-bip/,"Prosas BIP é o Banco de Incentivados da Prosas que busca ajudar projetos sociais na captação de recursos. Esse banco é voltado para projetos com foco na promoção da cultura, esporte, direitos da criança e adolescente, e direitos do idoso. Projetos de todo o Brasil podem se inscrever. Região: todo o Brasil Inscrições: contínuas Site: Banco de Incentivados da Prosas – BIP",,unknown,,,,,,BR,,[],pt,2,pending,2026-07-01T00:55:56.107977+00:00
5ba4d1403b1e,Banco de Projetos – Instituto John Deere,general,['general'],['OPEN'],2,,capta.org.br,https://capta.org.br/oportunidades/banco-de-projetos-instituto-john-deere/,"Instituto John Deere O Banco de Projetos do Instituto John Deere visa apoiar iniciativas sociais voltadas para as áreas de combate à fome, desenvolvimento comunitário e educação. A fonte de recursos desse banco são o PRONON, recursos próprios, FIA, Fundo do Idoso, Lei Federal do Esporte, PRONAS, Lei Rouanet e Lei Estadual do Esporte de São Paulo. Região: estados de Goiás, Rio Grande do Sul e São Paulo Inscrições: contínuas Edital: Banco de Projetos – Instituto John Deere",,unknown,,,,,,BR,,[],pt,2,pending,2026-07-01T00:55:56.109142+00:00
963d55188091,Fund for Innovation in Development,general,['general'],['OPEN'],2,,capta.org.br,https://capta.org.br/oportunidades/fund-for-innovation-in-development/,"Fund for Innovation in Development O Fund for Innovation in Development (FID), visa apoiar projetos que trabalhem nas temáticas de redução da pobreza e desigualdade social, tendo apoio do governo da francês para financiar os projetos. Cada projeto pode receber até € 4.000.000 e não existe limite para o número de projetos que podem ser contemplados. A abrangência geográfica do edital é global. As inscrições podem ser realizadas durante todo o ano e devem ser feitas em inglês ou francês. Região: todo o Brasil Inscrições: contínuas Edital: Fund for Innovation in Development",,unknown,,,,,,BR,,[],pt,2,pending,2026-07-01T00:55:56.111556+00:00
405a0400da9d,Call for Applications of Scam Ready Movers,youth,"['youth', 'artivism']","['HAS_AMOUNT', 'OPEN']",2,ASEAN Foundation,asia:asean,https://aseanfoundation.org/call-for-application/call-for-applications-for-scam-ready-movers/,Call for Applications of Scam Ready Movers  - ASEAN Foundation Skip to content About Us Our Story Our Vision & Mission Our People Board of Trustees Our Team Press Library Programmes & Impacts Programmes Our Impacts Get Involved Call for Applications Careers Become Our Partner News & Publications News Publications About Us Our Story Our Vision & Mission Our People Board of Trustees Our Team Press Library Programmes & Impacts Programmes Our Impacts Get Involved Call for Applications Careers Become Our Partner News & Publications News Publications Contact Us About Us Our Story Our Vision & Mission Our People Board of Trustees Our Team Press Library Programmes & Impacts Programmes Our Impacts Get Involved Call for Applications Careers Become Our Partner News & Publications News Publications Se,,unknown,,"in 1997,",,,1997.0,SEA,,"['youth', 'culture', 'social enterprise', 'education']",en,2,pending,2026-07-01T00:55:55.167543+00:00
87cea4f37928,ASEAN SOAR Together 2.0 Call for Applications is Now Open!,youth,"['youth', 'artivism']",['OPEN'],2,ASEAN Foundation,asia:asean,https://aseanfoundation.org/call-for-application/asean-soar-together-2-0-call-for-applications-is-now-open/,ASEAN SOAR Together 2.0 Call for Applications is Now Open! - ASEAN Foundation Skip to content About Us Our Story Our Vision & Mission Our People Board of Trustees Our Team Press Library Programmes & Impacts Programmes Our Impacts Get Involved Call for Applications Careers Become Our Partner News & Publications News Publications About Us Our Story Our Vision & Mission Our People Board of Trustees Our Team Press Library Programmes & Impacts Programmes Our Impacts Get Involved Call for Applications Careers Become Our Partner News & Publications News Publications Contact Us About Us Our Story Our Vision & Mission Our People Board of Trustees Our Team Press Library Programmes & Impacts Programmes Our Impacts Get Involved Call for Applications Careers Become Our Partner News & Publications News,,unknown,,"my,",,,,SEA,,"['youth', 'culture', 'social enterprise', 'education']",en,2,pending,2026-07-01T00:55:55.658220+00:00
3ca5cb91c272,Calling Social Enterprises from 10 ASEAN Countries to Apply! Join Us in ASEAN SEDP 4.0,youth,"['youth', 'artivism']","['HAS_AMOUNT', 'OPEN']",2,ASEAN Foundation,asia:asean,https://aseanfoundation.org/call-for-application/calling-social-enterprises-from-10-asean-countries-to-apply-join-us-in-asean-sedp-4-0/,Calling Social Enterprises from 10 ASEAN Countries to Apply! Join Us in ASEAN SEDP 4.0 - ASEAN Foundation Skip to content About Us Our Story Our Vision & Mission Our People Board of Trustees Our Team Press Library Programmes & Impacts Programmes Our Impacts Get Involved Call for Applications Careers Become Our Partner News & Publications News Publications About Us Our Story Our Vision & Mission Our People Board of Trustees Our Team Press Library Programmes & Impacts Programmes Our Impacts Get Involved Call for Applications Careers Become Our Partner News & Publications News Publications Contact Us About Us Our Story Our Vision & Mission Our People Board of Trustees Our Team Press Library Programmes & Impacts Programmes Our Impacts Get Involved Call for Applications Careers Become Our Partn,,unknown,,in 10,,,10.0,SEA,,"['youth', 'culture', 'social enterprise', 'education']",en,2,pending,2026-07-01T00:55:57.805410+00:00
c934257a76db,e-flux Announcements — Art & Activism Open Calls,artivism,['artivism'],"['ARTIVISM', 'CLOSED', 'SCHOLARSHIP']",-4,e-flux,e-flux.com,https://www.e-flux.com/announcements/,"e-flux Announcements is a platform for art, film, architecture, and activism open calls, grants, residencies, and opportunities worldwide. Curated listings from institutions, collectives, and artists globally. Categories include open calls for exhibitions, residencies, grants, fellowships, and commissions.",,unknown,,,,,,GLOBAL,,"['art', 'culture', 'open call', 'residency', 'activism']",en,16,closed,2026-07-01T00:55:52.051693+00:00
55512a08191a,Sasakawa Peace Foundation — Idea Submission Program (Reference),general,['general'],['CLOSED'],-12,Sasakawa Peace Foundation,asia:sasakawa,https://www.spf.org/en/about/idea_submission/,"Open call for idea submissions to the Sasakawa Peace Foundation. Focus areas: peacebuilding, maritime affairs, women in peace & security, US-Japan exchange, Middle East peace, and Pacific Islands development.",,unknown,,,,,,ASIA,,"['peace', 'security', 'maritime', 'women', 'exchange', 'development']",en,8,closed,2026-07-01T00:55:58.922265+00:00
